GUID,GEOGDESC,Male,Female,Total
2AE196291F3A13A3E055000000000001,Ceann Droma,994,3508,367
2AE196291F3B13A3E055000000000001,Cannaway,617,373,2077
2AE196291F9513A3E055000000000001,Claonráth,271,1634,91
2AE196291F1313A3E055000000000001,Clondrohid,536,3104,2111
2AE196291F2713A3E055000000000001,Clonmoyle,638,3238,4258
2AE196291F8E13A3E055000000000001,Doire Fhínín,650,640,811
2AE196291F7E13A3E055000000000001,Gort na Tiobratan,272,3017,455
2AE196291F8713A3E055000000000001,Gowlane,158,505,808
2AE196291F9113A3E055000000000001,Greenville,357,1274,1534
2AE196291EF813A3E055000000000001,Inchigeelagh,672,3031,3514
2AE19629212713A3E055000000000001,Kilberrihert,922,3609,486
2AE19629215013A3E055000000000001,Kilcullen,63,1803,4639
2AE1962921E713A3E055000000000001,Cill na Martra,400,319,3467
2AE19629216D13A3E055000000000001,Macloneigh,233,287,2476
2AE19629218713A3E055000000000001,Magourney,975,3509,2189
2AE1962921A113A3E055000000000001,Mashanaglass,622,2150,2594
2AE1962921F213A3E055000000000001,Mountrivers,376,3691,3504
2AE19629212313A3E055000000000001,Rahalisk,354,814,4450
2AE1962921C913A3E055000000000001,An Sliabh Riabhach,751,269,2939
2AE19629212413A3E055000000000001,Na hUláin,149,2028,1892
2AE19629213013A3E055000000000001,Warrenscourt,139,1440,2654
2AE196291F0B13A3E055000000000001,Ardskeagh,891,2949,13
2AE196291F2C13A3E055000000000001,Ballyclogh,314,1034,3356
2AE196291F6613A3E055000000000001,Ballynamona,542,1725,4478
2AE196291F1C13A3E055000000000001,Buttevant,276,1729,1781
2AE196291F2E13A3E055000000000001,Caherduggan,891,274,1807
2AE196291F3D13A3E055000000000001,Carrig,735,1693,230
2AE196291F9413A3E055000000000001,Churchtown,724,1218,3878
2AE196291EF313A3E055000000000001,Clenor,186,3129,146
2AE196291F9613A3E055000000000001,Doneraile,382,1683,483
2AE196291F0213A3E055000000000001,Dromore,241,286,450
2AE196291F9913A3E055000000000001,Imphrick,567,3478,156
2AE1962921C513A3E055000000000001,Kilmaclenine,55,566,1389
2AE1962921F013A3E055000000000001,Kilshannig,500,1441,1270
2AE19629215413A3E055000000000001,Liscarroll,805,3488,673
2AE19629218813A3E055000000000001,Mallow Rural,889,2869,1040
2AE1962921D713A3E055000000000001,Milltown,616,2793,1667
2AE1962921EA13A3E055000000000001,Monanimy,493,1631,3073
2AE19629212D13A3E055000000000001,Rahan,23,1208,4565
2AE196291F8D13A3E055000000000001,Rathluirc,932,1483,284
2AE1962921A213A3E055000000000001,Shanballymore,509,2397,995
2AE1962921BC13A3E055000000000001,Skahanagh,309,1053,496
2AE1962921CA13A3E055000000000001,Springfort,982,2138,3718
2AE1962921D813A3E055000000000001,Streamhill,106,1871,4198
2AE1962921F413A3E055000000000001,Templemary,919,1087,1618
2AE19629212513A3E055000000000001,Wallstown,17,232,46
2AE196291F2213A3E055000000000001,Ballintemple,704,870,1465
2AE196291F2D13A3E055000000000001,Ballycottin,381,1908,2104
2AE196291F7113A3E055000000000001,Ballyspillane,325,3164,4849
2AE196291F6813A3E055000000000001,Carrigtohill,34,2741,3288
2AE196291F8313A3E055000000000001,Castlemartyr,433,1474,1884
2AE196291F2813A3E055000000000001,Clonmult,668,3014,4768
2AE196291F3E13A3E055000000000001,Cloyne,131,565,2452
2AE196291F5E13A3E055000000000001,Corkbeg,103,2323,4266
2AE196291F7D13A3E055000000000001,Dangan,516,1630,744
2AE196291F1413A3E055000000000001,Dungourney,324,3802,3806
2AE196291F4E13A3E055000000000001,Garryvoe,949,2894,2077
2AE196291F9813A3E055000000000001,Ightermurragh,366,370,1250
2AE196291EF713A3E055000000000001,Inch,563,3354,1528
2AE19629216B13A3E055000000000001,Lisgoold,813,2421,33
2AE1962921C713A3E055000000000001,Midleton Rural,414,3603,2655
2AE1962921E213A3E055000000000001,Mogeely,655,2777,2599
2AE19629217013A3E055000000000001,Rostellan,692,3311,4712
2AE1962921E413A3E055000000000001,Templebodan,20,3238,162
2AE19629211013A3E055000000000001,Templenacarriga,423,1582,192
2AE196291F2513A3E055000000000001,Caherbarnagh,505,87,3861
2AE196291F5D13A3E055000000000001,Coomlogane,524,2547,3300
2AE196291F6C13A3E055000000000001,Crinnaloo,360,1838,170
2AE196291F7A13A3E055000000000001,Cullen,26,3310,528
2AE196291F8513A3E055000000000001,Derragh,978,3029,4587
2AE196291F9713A3E055000000000001,Doonasleen,415,3570,2116
2AE196291F0713A3E055000000000001,Drishane,46,2558,3477
2AE19629211F13A3E055000000000001,Keale,338,3269,3162
2AE19629214113A3E055000000000001,Kilcorney,852,581,4556
2AE19629212A13A3E055000000000001,Knocknagree,605,3266,3690
2AE19629213613A3E055000000000001,Rathcool,148,1886,4343
2AE1962921A513A3E055000000000001,Skagh,325,2341,221
2AE196291F2313A3E055000000000001,Ballyarthur,479,1803,2927
2AE196291F8F13A3E055000000000001,Derryvillane,931,2132,1039
2AE196291F2A13A3E055000000000001,Farahy,383,2866,1271
2AE19629216913A3E055000000000001,Kildorrery,130,775,2712
2AE19629218613A3E055000000000001,Kilgullane,476,1454,1275
2AE1962921E913A3E055000000000001,Kilphelan,625,3403,2158
2AE1962921A013A3E055000000000001,Marshalstown,427,1931,4899
2AE1962921E113A3E055000000000001,Mitchelstown,784,3024,653
2AE1962921F613A3E055000000000001,Templemolaga,548,917,1580
2AE19629203F13A3E055000000000001,Aghadown North,184,3350,2039
2AE19629204013A3E055000000000001,Aghadown South,323,24,1116
2AE196291F1013A3E055000000000001,Bredagh,293,639,936
2AE196291F2413A3E055000000000001,Caheragh,574,1464,1595
2AE196291F3C13A3E055000000000001,Cléire,599,3239,3318
2AE196291F5113A3E055000000000001,Carrigbaun,830,2787,281
2AE196291F7713A3E055000000000001,Castlehaven North,926,2907,2667
2AE196291F7813A3E055000000000001,Castlehaven South,969,1480,2100
2AE196291EF413A3E055000000000001,Cloghdonnell,309,660,3501
2AE196291F3213A3E055000000000001,Cloonkeen,780,192,2432
2AE196291EFD13A3E055000000000001,Drinagh,649,1621,575
2AE196291F0013A3E055000000000001,Dromdaleague North,611,3523,2173
2AE196291F0813A3E055000000000001,Dromdaleague South,866,3290,1499
2AE196291F4213A3E055000000000001,Garranes,344,3564,204
2AE196291F6F13A3E055000000000001,Gortnascreeny,771,3433,2484
2AE19629218513A3E055000000000001,Kilfaughnabeg,900,95,4091
2AE1962921B913A3E055000000000001,Killeenleagh,818,1169,2862
2AE19629213513A3E055000000000001,Knockskagh,454,742,3287
2AE19629210D13A3E055000000000001,Myross,945,1800,3596
2AE1962921A413A3E055000000000001,Shreelane,539,976,3777
2AE1962921BD13A3E055000000000001,Skibbereen Rural,131,1617,2682
2AE19629211C13A3E055000000000001,Tullagh,11,3270,2680
2AE19629213B13A3E055000000000001,Woodfort,423,503,4076
2AE196291F2B13A3E055000000000001,Ballybane,140,1014,1904
2AE196291F3613A3E055000000000001,Ballydehob,813,346,3738
2AE196291F4A13A3E055000000000001,Coolagh,506,33,920
2AE196291F6D13A3E055000000000001,Crookhaven,208,215,4170
2AE196291F0913A3E055000000000001,Dunbeacon,824,3625,4374
2AE196291F1513A3E055000000000001,Dunmanus,396,1574,1918
2AE196291F6413A3E055000000000001,Goleen,844,1491,4415
2AE19629213F13A3E055000000000001,Kilcoe,386,2788,2466
2AE19629216C13A3E055000000000001,Lowertown,171,252,894
2AE1962921BF13A3E055000000000001,Skull,472,148,1075
2AE19629211B13A3E055000000000001,Toormore,286,3759,2216
2AE196291FA613A3E055000000000001,Ardagh,318,1859,86
2AE196291F3113A3E055000000000001,Clonpriest,430,1430,2688
2AE19629214F13A3E055000000000001,Kilcronat,342,3231,3754
2AE19629219E13A3E055000000000001,Killeagh,756,3391,22
2AE1962921C413A3E055000000000001,Kilmacdonogh,206,3458,799
2AE19629214713A3E055000000000001,Youghal Rural,423,2478,1402
2AE19629229313A3E055000000000001,Killarney Urban,148,3524,930
2AE19629225213A3E055000000000001,Listowel Urban,270,919,1219
2AE19629221F13A3E055000000000001,Tralee Urban,104,202,2950
2AE19629239F13A3E055000000000001,Na Beathacha,172,1446,3887
2AE1962923AD13A3E055000000000001,Baile an Sceilg,291,106,17
2AE1962923AF13A3E055000000000001,An Baile Breac,79,2861,2287
2AE19629234313A3E055000000000001,Caher,415,360,1931
2AE19629234413A3E055000000000001,Cathair Dónall,904,391,4241
3576C59996CB4152E0530100007F0280,Ceannúigh / Máistir Gaoithe,225,3858,4232
2AE19629237913A3E055000000000001,Castlequin,518,1046,3575
2AE1962922C713A3E055000000000001,Curraghbeg,360,2366,656
2AE1962922CA13A3E055000000000001,Doire Fhíonáin,303,1454,4893
3576C599971F4152E0530100007F0280,Doire Ianna / Cloon,21,2245,2357
2AE19629223113A3E055000000000001,An tImleach,424,2768,2802
2AE19629223413A3E055000000000001,Glanbehy,667,1838,4345
2AE19629229F13A3E055000000000001,Killinane,12,314,4659
2AE19629223813A3E055000000000001,Lickeen,872,1508,1091
2AE19629225513A3E055000000000001,Loch Luíoch,7,2674,1276
2AE19629226213A3E055000000000001,Maum,672,4,2492
2AE19629229713A3E055000000000001,Portmagee,257,3769,2492
2AE1962922BC13A3E055000000000001,Toghroinn Fhíonáin,823,378,3027
2AE19629221D13A3E055000000000001,Teeranearagh,335,1647,2814
2AE19629223913A3E055000000000001,Valencia,282,2468,3825
2AE1962923AE13A3E055000000000001,Ballinvoher,453,3868,2873
2AE1962922D513A3E055000000000001,An Baile Dubh,98,754,3043
2AE1962922FD13A3E055000000000001,Ballynacourty,650,3136,1091
2AE19629233613A3E055000000000001,Cé Bhréanainn,305,3696,953
2AE19629236613A3E055000000000001,Castlegregory,740,3194,1964
2AE19629238A13A3E055000000000001,An Clochán,21,1371,663
2AE1962922CC13A3E055000000000001,Deelis,428,1396,2562
2AE1962922D813A3E055000000000001,An Daingean,121,1845,2845
2AE19629222F13A3E055000000000001,Dún Chaoin,298,1679,2542
2AE19629223013A3E055000000000001,Dún Urlann,246,1859,4042
2AE19629224313A3E055000000000001,Na Gleannta,797,813,959
2AE19629225E13A3E055000000000001,Inch,552,657,602
2AE1962922AA13A3E055000000000001,Cill Maoilchéadair,724,2658,4754
2AE1962922B813A3E055000000000001,Cill Chuáin,406,3927,2095
2AE19629220F13A3E055000000000001,Cinn Aird,158,3302,2266
2AE19629222613A3E055000000000001,Lack,857,3694,2190
2AE19629225613A3E055000000000001,Márthain,125,3390,3422
2AE19629227113A3E055000000000001,An Mhin Aird,316,3826,299
2AE1962922BD13A3E055000000000001,An Sráidbhaile,634,57,264
2AE19629223A13A3E055000000000001,Ceann Trá,118,3504,2672
2AE19629239313A3E055000000000001,Ardea,743,2582,598
2AE19629230F13A3E055000000000001,Banawn,151,2599,4639
2AE19629235313A3E055000000000001,Cappagh,33,2171,4858
2AE19629236513A3E055000000000001,Castlecove,779,2666,1197
2AE1962922CB13A3E055000000000001,Dawros,546,1476,4055
2AE19629222413A3E055000000000001,Dromore,86,117,3305
2AE19629223513A3E055000000000001,Glanlee,523,291,709
2AE19629224113A3E055000000000001,Glanlough,750,1767,4937
2AE19629224213A3E055000000000001,Glanmore,20,959,4430
2AE19629224F13A3E055000000000001,Greenane,609,774,2031
2AE19629225F13A3E055000000000001,Kenmare,996,144,1815
2AE19629227C13A3E055000000000001,Kilgarvan,522,609,4579
2AE19629225413A3E055000000000001,Loughbrin,617,3140,3303
2AE1962922AD13A3E055000000000001,Reen,532,3579,1405
2AE1962922BB13A3E055000000000001,Sneem,218,1235,1167
2AE1962922BE13A3E055000000000001,Tahilla,626,3949,4953
2AE19629238813A3E055000000000001,Aghadoe,43,2078,1889
2AE19629239013A3E055000000000001,Aglish,131,775,2430
2AE1962922E413A3E055000000000001,Ballyhar,171,1484,2350
2AE19629233713A3E055000000000001,Brewsterfield,508,3440,2361
2AE19629236313A3E055000000000001,Caragh,273,2009,42
2AE19629238913A3E055000000000001,Churchtown,213,988,3299
2AE1962923A013A3E055000000000001,Clydagh,949,3976,1278
2AE1962923A113A3E055000000000001,Coolies,596,3922,2301
2AE1962923A213A3E055000000000001,Coom,615,896,1832
2AE1962922C813A3E055000000000001,Curraghmore,503,2671,1692
2AE1962922C913A3E055000000000001,Currans,545,1806,170
2AE1962922D913A3E055000000000001,Doocarrig,64,722,1225
2AE19629221913A3E055000000000001,Dromin,110,1785,2441
2AE19629222E13A3E055000000000001,Dunloe,768,3564,2305
2AE19629223313A3E055000000000001,Flesk,270,3573,1703
2AE19629225D13A3E055000000000001,Headfort,307,201,2294
2AE19629226C13A3E055000000000001,Kilbonane,755,32,4180
2AE19629226D13A3E055000000000001,Kilcummin,621,316,1909
2AE19629226F13A3E055000000000001,Kilfelim,77,3302,1050
2AE19629228613A3E055000000000001,Kilgobnet,713,576,1255
2AE19629228813A3E055000000000001,Killarney Rural,467,2106,816
2AE19629229413A3E055000000000001,Killeentierna,207,2156,200
2AE1962922A013A3E055000000000001,Killorglin,877,324,3527
2AE1962922B713A3E055000000000001,Kilnanare,75,1635,222
2AE19629221C13A3E055000000000001,Knocknahoe,376,1457,2088
2AE19629223613A3E055000000000001,Lahard,601,1311,3909
2AE19629227013A3E055000000000001,Milltown,900,2027,4621
2AE19629227213A3E055000000000001,Molahiffe,500,3336,4877
2AE19629228913A3E055000000000001,Muckross,305,641,4501
2AE1962922AC13A3E055000000000001,Rathmore,428,1921,2933
2AE1962922AE13A3E055000000000001,Rockfield,4,3221,4933
2AE19629239213A3E055000000000001,Ardagh,648,2100,4872
2AE19629239E13A3E055000000000001,Astee,472,557,535
2AE1962923AC13A3E055000000000001,Ballincloher,180,1695,3288
2AE1962922D313A3E055000000000001,Ballyconry,517,2141,524
2AE1962922D413A3E055000000000001,Ballyduff,971,155,4088
2AE1962922E313A3E055000000000001,Ballyegan,347,1558,3263
2AE1962922EF13A3E055000000000001,Ballyhorgan,649,2401,3159
2AE19629231D13A3E055000000000001,Beal,301,616,2062
2AE19629236413A3E055000000000001,Carrig,67,629,902
2AE19629237A13A3E055000000000001,Causeway,668,42,3741
2AE19629239613A3E055000000000001,Cloontubbrid,413,2139,4189
2AE19629221A13A3E055000000000001,Drommartin,377,2735,3092
2AE19629222513A3E055000000000001,Duagh,554,1401,37
2AE19629223213A3E055000000000001,Ennismore,49,1439,2481
2AE19629225013A3E055000000000001,Gullane,553,24,4575
2AE19629225113A3E055000000000001,Gunsborough,461,2074,3088
2AE19629226E13A3E055000000000001,Kilfeighny,878,3330,3521
2AE19629229513A3E055000000000001,Killehenny,598,2039,2957
2AE1962922A113A3E055000000000001,Killury,505,1521,120
2AE1962922AB13A3E055000000000001,Kilmeany,156,369,1254
2AE19629220113A3E055000000000001,Kilshenane,496,1615,4307
2AE19629220313A3E055000000000001,Kiltomy,932,3643,52
2AE19629223713A3E055000000000001,Leitrim,542,1338,4597
2AE19629224513A3E055000000000001,Lislaughtin,888,1690,4415
2AE19629224613A3E055000000000001,Lisselton,767,986,121
2AE19629224713A3E055000000000001,Listowel Rural,145,823,2240
2AE19629225313A3E055000000000001,Lixnaw,820,662,967
2AE19629227E13A3E055000000000001,Moynsha,781,3751,210
2AE19629228A13A3E055000000000001,Newtownsandes,735,2706,1513
2AE1962922A313A3E055000000000001,Rathea,155,634,4520
2AE1962922BA13A3E055000000000001,Shronowen,908,1371,2014
2AE1962921F913A3E055000000000001,Tarbert,183,3739,1810
2AE1962921FA13A3E055000000000001,Tarmon,143,1252,1474
2AE19629222813A3E055000000000001,Trienearagh,929,3133,1360
2AE19629222A13A3E055000000000001,Urlee,525,3355,1732
2AE19629238713A3E055000000000001,Abbeydorney,74,2508,1841
2AE19629239113A3E055000000000001,Arabela,366,2107,2887
2AE19629239D13A3E055000000000001,Ardfert,581,2904,4005
2AE1962922E213A3E055000000000001,Ballyegan,841,211,4154
2AE1962922EE13A3E055000000000001,Ballyheige,793,3042,3136
2AE1962922FE13A3E055000000000001,Ballynahaglish,144,1713,1953
2AE19629230D13A3E055000000000001,Ballynorig,360,550,2007
2AE19629230E13A3E055000000000001,Ballyseedy,763,343,1
2AE19629231B13A3E055000000000001,Banna,893,3650,4264
2AE19629231C13A3E055000000000001,Baurtregaum,660,639,687
2AE19629232913A3E055000000000001,Blennerville,45,7,4407
2AE19629232A13A3E055000000000001,Boolteens,266,2239,3541
2AE19629234213A3E055000000000001,Brosna,441,1285,3271
2AE19629236213A3E055000000000001,Carker,125,807,3996
2AE19629237813A3E055000000000001,Castleisland,205,1761,1661
2AE19629239413A3E055000000000001,Clogherbrien,578,235,1722
2AE1962923B013A3E055000000000001,Cordal,574,2327,787
2AE1962923B113A3E055000000000001,Crinny,556,1480,1661
2AE1962922D613A3E055000000000001,Derreen,561,3115,3288
2AE19629221813A3E055000000000001,Doon,792,3303,443
2AE19629224413A3E055000000000001,Gneeves,344,3854,3603
2AE19629226013A3E055000000000001,Kerryhead,536,3832,2318
2AE19629227A13A3E055000000000001,Kilflyn,846,23,4856
2AE19629227B13A3E055000000000001,Kilgarrylander,442,376,1910
2AE19629228513A3E055000000000001,Kilgobban,947,640,1388
2AE19629228713A3E055000000000001,Killahan,527,1324,826
2AE1962922B613A3E055000000000001,Kilmurry,18,1129,1764
2AE19629220213A3E055000000000001,Kiltallagh,936,588,4475
2AE19629221013A3E055000000000001,Knockglass,264,350,4242
2AE19629221B13A3E055000000000001,Knocknagashel,387,2638,2153
2AE19629222713A3E055000000000001,Lackabaun,207,3747,3128
2AE19629226313A3E055000000000001,Millbrook,616,1785,2224
2AE19629227D13A3E055000000000001,Mount Eagle,736,3319,2113
2AE19629228B13A3E055000000000001,Nohaval,82,438,2463
2AE19629229613A3E055000000000001,O'Brennan,580,585,2031
2AE1962922A213A3E055000000000001,Ratass,304,3809,952
2AE1962922B913A3E055000000000001,Scartaglin,433,956,1023
2AE19629221E13A3E055000000000001,Tralee Rural,127,1361,2217
2AE19629222913A3E055000000000001,Tubrid,651,3099,1566
2AE1962917CC13A3E055000000000001,Abbey A,291,1526,4052
2AE1962917CD13A3E055000000000001,Abbey B,105,1283,3563
2AE1962917CE13A3E055000000000001,Abbey C,94,933,617
2AE1962917CF13A3E055000000000001,Abbey D,454,2574,3289
2AE1962917DD13A3E055000000000001,Ballinacurra A,501,158,2304
2AE1962917DE13A3E055000000000001,Ballinacurra B,475,2468,12
2AE1962917DF13A3E055000000000001,Ballynanty,254,2912,4804
2AE1962917E013A3E055000000000001,Castle A,92,2489,2725
2AE1962917E113A3E055000000000001,Castle B,425,2473,3178
2AE1962917E213A3E055000000000001,Castle C,229,3653,1070
2AE1962917E313A3E055000000000001,Castle D,716,1409,1599
2AE1962917E413A3E055000000000001,Coolraine,538,1613,2418
2AE1962917E513A3E055000000000001,Custom House,393,19,809
2AE1962917E613A3E055000000000001,Dock A,628,854,1148
2AE1962917E713A3E055000000000001,Dock B,676,3793,1415
2AE1962917E813A3E055000000000001,Dock C,733,2922,4435
2AE1962917E913A3E055000000000001,Dock D,502,1357,4393
2AE1962917EA13A3E055000000000001,Farranshone,6,2847,1460
2AE1962917EB13A3E055000000000001,Galvone A,302,3260,2813
2AE1962917EC13A3E055000000000001,Galvone B,444,2851,439
2AE1962917ED13A3E055000000000001,Glentworth A,59,1901,942
2AE1962917F413A3E055000000000001,Glentworth B,746,3763,1575
2AE1962917F513A3E055000000000001,Glentworth C,489,3249,2969
2AE1962917F613A3E055000000000001,John's A,27,2940,4405
2AE1962917F713A3E055000000000001,John's B,816,1036,784
2AE1962917F813A3E055000000000001,John's C,320,1297,1993
2AE1962917F913A3E055000000000001,Killeely A,229,3950,764
2AE1962917FA13A3E055000000000001,Killeely B,425,160,3187
2AE1962917FB13A3E055000000000001,Market,238,1946,3323
2AE1962917FC13A3E055000000000001,Prospect A,684,772,1011
2AE1962917FD13A3E055000000000001,Prospect B,656,1946,2853
2AE1962917FE13A3E055000000000001,Rathbane,257,2979,3691
2AE19629180313A3E055000000000001,St. Laurence,192,420,2373
2AE1962917FF13A3E055000000000001,Shannon A,424,657,3486
2AE19629180013A3E055000000000001,Shannon B,124,3792,4540
2AE19629180113A3E055000000000001,Singland A,377,1770,2173
2AE19629180213A3E055000000000001,Singland B,793,3737,1401
2AE1962917C013A3E055000000000001,Limerick North Rural,362,394,2091
2AE19629175813A3E055000000000001,Abbeyville,539,1960,319
2AE19629175A13A3E055000000000001,Adare North,352,2537,1185
2AE19629175B13A3E055000000000001,Adare South,6,1808,3274
2AE19629175213A3E055000000000001,Ballingarry,248,2285,1952
2AE19629175F13A3E055000000000001,Ballyagran,122,1847,3453
2AE19629176913A3E055000000000001,Ballygrennan,896,2607,1904
2AE19629176C13A3E055000000000001,Ballynabanoge,732,1287,2098
2AE19629176E13A3E055000000000001,Ballynoe,337,1401,4467
2AE19629178113A3E055000000000001,Castletown,846,2948,4920
2AE19629178813A3E055000000000001,Coolrus,724,2502,943
2AE19629177513A3E055000000000001,Crean,714,3669,3504
2AE19629177613A3E055000000000001,Crecora,621,2386,1922
2AE19629177813A3E055000000000001,Croom,338,3822,2655
2AE19629179813A3E055000000000001,Dunnaman,489,2730,2871
2AE19629179B13A3E055000000000001,Fedamore,884,2829,3558
2AE19629178C13A3E055000000000001,Garrane,750,1303,531
2AE1962917A813A3E055000000000001,Grange,560,2481,54
2AE1962917A013A3E055000000000001,Kilfinny,791,2619,3698
2AE1962917B213A3E055000000000001,Kilpeacon,341,2739,2913
2AE1962917D413A3E055000000000001,Rathmore,293,1838,2956
2AE19629179D13A3E055000000000001,Fleanmore,889,2019,1224
2AE1962917A713A3E055000000000001,Glin,450,2988,1013
2AE1962917B013A3E055000000000001,Kilfergus,100,1205,1087
2AE1962917A513A3E055000000000001,Kilmoylan,605,2962,2416
2AE19629175E13A3E055000000000001,Ardpatrick,557,3835,3093
2AE19629175013A3E055000000000001,Athlacca,968,605,1766
2AE19629176B13A3E055000000000001,Ballymacshaneboy,373,1363,778
2AE19629176113A3E055000000000001,Bruff,474,3432,847
2AE19629176213A3E055000000000001,Bruree,876,649,4916
2AE19629176313A3E055000000000001,Bulgaden,510,213,71
2AE19629177C13A3E055000000000001,Cahercorney,927,47,3097
2AE19629178713A3E055000000000001,Colmanswell,964,2829,1489
2AE19629177B13A3E055000000000001,Darragh,229,2819,3282
2AE19629179413A3E055000000000001,Dromin,994,3860,1552
2AE19629179A13A3E055000000000001,Emlygrennan,36,2556,2166
2AE19629178F13A3E055000000000001,Glenbrohane,850,3662,542
2AE1962917AA13A3E055000000000001,Griston,10,2460,3734
2AE1962917AB13A3E055000000000001,Hospital,892,1326,4201
2AE19629179F13A3E055000000000001,Kilfinnane,13,1434,1083
2AE1962917A113A3E055000000000001,Kilflyn,205,1304,2600
2AE1962917A313A3E055000000000001,Kilmallock,599,66,1129
2AE1962917BB13A3E055000000000001,Kilteely,564,3204,1612
2AE1962917BD13A3E055000000000001,Knockainy,993,3588,1496
2AE1962917BE13A3E055000000000001,Knocklong,174,2532,3453
2AE1962917B913A3E055000000000001,Particles,51,3453,4649
2AE1962917D813A3E055000000000001,Rockhill,886,1680,2214
2AE1962917CA13A3E055000000000001,Tobernea,300,473,4927
2AE1962917CB13A3E055000000000001,Uregare,61,1875,3919
2AE19629175913A3E055000000000001,Abington,35,1476,4073
2AE19629176713A3E055000000000001,Ballybricken,187,3463,2917
2AE19629176813A3E055000000000001,Ballycummin,221,2054,2468
2AE19629177013A3E055000000000001,Ballysimon,266,3260,306
2AE19629177113A3E055000000000001,Ballyvarra,724,561,105
2AE19629176513A3E055000000000001,Caherconlish East,18,885,4435
2AE19629176613A3E055000000000001,Caherconlish West,362,729,3692
2AE19629177D13A3E055000000000001,Caherelly,205,3674,2518
2AE19629177E13A3E055000000000001,Cappamore,17,666,3059
2AE19629177F13A3E055000000000001,Carrig,599,463,768
2AE19629178013A3E055000000000001,Castleconnell,737,1855,2832
2AE19629178313A3E055000000000001,Clarina,592,2779,3757
2AE19629178613A3E055000000000001,Clonkeen,238,420,232
2AE19629178B13A3E055000000000001,Doon West,274,1132,3564
2AE1962917A613A3E055000000000001,Glenstal,764,491,1290
2AE1962917B113A3E055000000000001,Kilmurry,766,3645,4464
2AE1962917C113A3E055000000000001,Limerick South Rural,462,3621,1286
2AE1962917D013A3E055000000000001,Patrickswell,22,870,1200
2AE1962917DA13A3E055000000000001,Roxborough,645,3347,4362
2AE19629175C13A3E055000000000001,Anglesborough,674,1481,1896
2AE19629176A13A3E055000000000001,Ballylanders,733,3786,4077
2AE19629177913A3E055000000000001,Cullane,333,1144,4782
2AE19629179913A3E055000000000001,Duntryleague,954,1414,4315
2AE19629179E13A3E055000000000001,Galbally,710,3791,2137
2AE1962917AD13A3E055000000000001,Kilbeheny,757,3726,3653
2AE1962917A213A3E055000000000001,Kilglass,198,440,4691
2AE1962917BF13A3E055000000000001,Knocknascrow,693,2674,1700
2AE1962917D713A3E055000000000001,Riversdale,856,576,2861
2AE19629175713A3E055000000000001,Abbeyfeale,851,3212,3499
2AE19629175D13A3E055000000000001,Ardagh,478,2461,2998
2AE19629175313A3E055000000000001,Ballintober,513,3624,3311
2AE19629176F13A3E055000000000001,Ballynoe West,498,2528,3142
2AE19629177313A3E055000000000001,Boola,826,306,2736
2AE19629177413A3E055000000000001,Broadford,850,886,623
2AE19629176413A3E055000000000001,Caher,623,3806,3203
2AE19629178413A3E055000000000001,Cleanglass,829,3891,930
2AE19629178513A3E055000000000001,Cloncagh,341,803,834
2AE19629177A13A3E055000000000001,Danganbeg,377,790,1738
2AE19629179313A3E055000000000001,Dromcolliher,516,32,792
2AE19629179513A3E055000000000001,Dromtrasna,502,3739,3534
2AE19629179C13A3E055000000000001,Feenagh,851,3898,2133
2AE19629178D13A3E055000000000001,Garryduff,233,1699,2309
2AE19629178E13A3E055000000000001,Glenagower,103,712,3873
2AE19629179013A3E055000000000001,Glengort,112,3826,3836
2AE19629179113A3E055000000000001,Glensharrold,717,1876,4489
2AE1962917A413A3E055000000000001,Kilmeedy,101,2164,4449
2AE1962917BC13A3E055000000000001,Knockaderry,488,2468,2007
2AE1962917C413A3E055000000000001,Mahoonagh,185,1022,4943
2AE1962917C613A3E055000000000001,Monagay,793,3337,1208
2AE1962917C713A3E055000000000001,Mountcollins,734,504,2896
2AE1962917B313A3E055000000000001,Mountplummer,746,832,3061
2AE1962917B513A3E055000000000001,Newcastle Rural,950,1338,2483
2AE1962917B613A3E055000000000001,Newcastle Urban,628,2671,2553
2AE1962917D113A3E055000000000001,Port,419,1675,2507
2AE1962917D513A3E055000000000001,Rathronan,961,250,538
2AE1962917D913A3E055000000000001,Rooskagh,514,3661,3890
2AE1962917C913A3E055000000000001,Templeglentan,168,2543,4559
2AE19629174E13A3E055000000000001,Askeaton East,987,1860,3893
2AE19629174F13A3E055000000000001,Askeaton West,530,2380,2781
2AE19629175113A3E055000000000001,Aughinish,363,2182,4975
2AE19629176013A3E055000000000001,Ballyallinan,939,1206,4962
2AE19629176D13A3E055000000000001,Ballynacarriga,261,3973,2347
2AE19629178213A3E055000000000001,Castletown,548,218,1090
2AE19629178913A3E055000000000001,Craggs,685,1756,902
2AE19629177713A3E055000000000001,Croagh,167,3173,25
2AE19629179213A3E055000000000001,Dromard,677,1191,4372
2AE19629179613A3E055000000000001,Dunmoylan East,143,816,3822
2AE19629179713A3E055000000000001,Dunmoylan West,918,2790,1630
2AE1962917AC13A3E055000000000001,Iveruss,122,3767,2566
2AE1962917AE13A3E055000000000001,Kilcornan,291,2203,1627
2AE1962917AF13A3E055000000000001,Kildimo,168,1662,608
2AE1962917BA13A3E055000000000001,Kilscannell,287,3478,1093
2AE1962917C213A3E055000000000001,Lismakeery,306,1964,2697
2AE1962917C313A3E055000000000001,Loghill,492,1895,4892
